8d4ad1e9-2872-4cdd-a2cc-788b55cc9f3d; EBAY; Listing status must be between 1 and 3 
ece4299e-99f4-49e4-9f1e-f9a2a4645409; EBAY; Owner email address must be a valid email address 
ece4299e-99f4-49e4-9f1e-f9a2a4645409; EBAY; Listing status must be between 1 and 3 
3a24cceb-2284-4674-8692-5486da950f0f; AMAZON; Owner email address must be a valid email address 
d387e6d7-0b6b-4501-bdef-ca9f178c9392; AMAZON; Listing status must be between 1 and 3 
d387e6d7-0b6b-4501-bdef-ca9f178c9392; AMAZON; Upload time is required 
dbfeacae-2bfb-4ac1-8c98-8d00a5f7ea9d; AMAZON; Listing price must be positive 
7b454251-c750-4747-ae5e-3081062847d3; AMAZON; Listing price must be positive 
2896b706-6564-4823-99f0-fce1fc4eb6ef; AMAZON; Listing price must be positive 
af3f6c06-7e93-43b6-91b2-fe9f72fb747a; EBAY; Listing price must be positive 
c1d7d6b8-7592-48eb-a76b-f4fdb409ff3b; AMAZON; Listing status must be between 1 and 3 
c1d7d6b8-7592-48eb-a76b-f4fdb409ff3b; AMAZON; Upload time is required 
64a06239-0ffe-464f-b765-b2c87ab89f00; EBAY; Owner email address must be a valid email address 
58a1289d-e380-42c8-b063-319e2b89ac35; AMAZON; Upload time is required 
58a1289d-e380-42c8-b063-319e2b89ac35; AMAZON; Listing status must be between 1 and 3 
c02da416-7d68-4de7-b1cb-10637a69be75; EBAY; Listing status must be between 1 and 3 
c02da416-7d68-4de7-b1cb-10637a69be75; EBAY; Owner email address must be a valid email address 
5aaa840f-9926-4f87-8997-92554c23fb17; AMAZON; Listing status must be between 1 and 3 
451ba8b5-2017-4d5b-8a13-435218c09ee8; AMAZON; Owner email address must be a valid email address 
4047c39f-9197-4a3b-837a-1e872fe7c77e; AMAZON; Listing status must be between 1 and 3 
7e4d541b-0139-4777-9b5e-d16cf54b646d; EBAY; Owner email address must be a valid email address 
7e4d541b-0139-4777-9b5e-d16cf54b646d; EBAY; Listing status must be between 1 and 3 
f0cdc1f2-1002-4142-ab99-e8f4e31a6e5d; EBAY; Listing status must be between 1 and 3 
b8d9c5e8-0982-4c56-b9a0-5370d0f9baee; AMAZON; Listing status must be between 1 and 3 
1cae45a2-300f-412e-91e5-f3c050f1bf8b; EBAY; Listing price must be positive 
75ec115e-675a-4fa6-8cfc-a3ec581515b2; EBAY; Listing status must be between 1 and 3 
ccc86a80-9563-4cc6-b102-d4a4201d45d5; EBAY; Listing price must be positive 
d8332e55-0323-44f1-b122-812d8404c52a; EBAY; Listing status must be between 1 and 3 
46d09cc0-3af9-4026-a04f-4ece1bb1d053; AMAZON; Listing price must be positive 
e44c175a-4c80-4168-83ed-69b1f9bed6c9; EBAY; Listing price must be positive 
be260cb0-bae1-4680-abed-e9af5b6a606c; EBAY; Owner email address must be a valid email address 
0c45a605-4b78-4353-b1a0-74d174fd7272; AMAZON; Listing status must be between 1 and 3 
83ddeb89-e3ae-47f8-a344-cd6205290652; AMAZON; Listing status must be between 1 and 3 
0c1e07ae-ed7a-4d11-bff4-992be3378f47; EBAY; Listing price must be positive 
23e412a4-3ba4-42e5-b131-25c11a9ed8c7; EBAY; Listing status must be between 1 and 3 
39d7bdfb-17c9-48b8-9930-bcc1cc4fcb74; EBAY; Listing status must be between 1 and 3 
dfd69778-c69d-4f42-8c3b-513b4ad08523; EBAY; Upload time is required 
4d34428e-6f80-478b-91d1-8c2b5f0a7896; EBAY; Listing status must be between 1 and 3 
fb76995a-c794-4fb6-9228-4ed88da39f50; AMAZON; Listing status must be between 1 and 3 
5775ff42-3a02-455a-9d80-05a31d198e4b; AMAZON; Listing status must be between 1 and 3 
5aecee78-e242-402c-bf5d-a432ed137bbf; EBAY; Upload time is required 
5aecee78-e242-402c-bf5d-a432ed137bbf; EBAY; Listing status must be between 1 and 3 
10674108-b63a-446a-a0d1-d53e6b523887; AMAZON; Owner email address must be a valid email address 
8ed80b5a-ae8b-48d9-9f3c-95cb029e16a7; EBAY; Listing status must be between 1 and 3 
56e0d197-8b70-41a1-afeb-dceb954d46c9; EBAY; Owner email address must be a valid email address 
8e7340af-726b-4bf8-9d62-9fcb498df596; EBAY; Owner email address must be a valid email address 
03954290-9050-46e6-89a4-0e9901079a5b; EBAY; Listing status must be between 1 and 3 
03954290-9050-46e6-89a4-0e9901079a5b; EBAY; Listing price must be positive 
f5826cf3-d05f-431e-9b9e-b5d8531df801; EBAY; Listing price must be positive 
f5826cf3-d05f-431e-9b9e-b5d8531df801; EBAY; Listing status must be between 1 and 3 
f5826cf3-d05f-431e-9b9e-b5d8531df801; EBAY; Owner email address must be a valid email address 
3824489f-b110-47ee-9cb0-487bbfa4a64a; EBAY; Owner email address must be a valid email address 
82edf283-61d6-4002-b402-c571905fa454; AMAZON; Owner email address must be a valid email address 
a4d9f43a-94aa-4f03-8634-05e6b6571064; EBAY; Upload time is required 
f21d8768-91d9-4870-a5e8-2b28fa27cfb8; EBAY; Listing status must be between 1 and 3 
ab41504a-1241-4634-9180-4302850d39f6; AMAZON; Listing status must be between 1 and 3 
ab41504a-1241-4634-9180-4302850d39f6; AMAZON; Owner email address must be a valid email address 
05cc6cea-5653-4e27-977f-98b53def1e25; EBAY; Listing price must be positive 
05cc6cea-5653-4e27-977f-98b53def1e25; EBAY; Listing status must be between 1 and 3 
ed1f42a3-750a-4067-a1df-e09d4be12c29; EBAY; Owner email address must be a valid email address 
a6334f16-11db-4d19-ad0a-d7701be12746; AMAZON; Listing status must be between 1 and 3 
ecbc54ed-3c70-4a26-a6af-4356da9a3f87; AMAZON; Upload time is required 
80774036-927f-4c04-a5fb-9f50ce8b6be5; AMAZON; Owner email address must be a valid email address 
222af3c7-62be-4071-a9b0-abc43f150b7c; AMAZON; Listing status must be between 1 and 3 
4aa2979c-62c5-4428-b43d-e738864d3aba; EBAY; Listing status must be between 1 and 3 
9517f24f-c191-44b0-9023-cacbc74dbb80; EBAY; Owner email address must be a valid email address 
3308ae6e-587d-41b7-b29e-8d37f24124ac; EBAY; Owner email address must be a valid email address 
9426496a-fda5-4040-829d-b66126c77fec; EBAY; Owner email address must be a valid email address 
50d54157-e145-403a-80c6-152be8f6bcec; AMAZON; Owner email address must be a valid email address 
d8b46a0c-b55f-4e84-963c-3e326a779704; AMAZON; Listing status must be between 1 and 3 
553a08c2-4000-4b86-9ac5-8edf8129ffa2; AMAZON; Upload time is required 
553a08c2-4000-4b86-9ac5-8edf8129ffa2; AMAZON; Listing status must be between 1 and 3 
afa1c12e-d0ab-45a7-9c44-3746373c5d91; AMAZON; Owner email address must be a valid email address 
fdc62a9c-f584-4845-919e-c46c683e432d; AMAZON; Owner email address must be a valid email address 
07ba983f-31cb-44d1-b0db-ac9d29192ca3; AMAZON; Listing status must be between 1 and 3 
